Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2017-033945,7626794710,01/28/2017 01:00:00 AM,01/28/2017 04:55:00 AM,01/28/2017 04:55:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E2,CAPITOL HILL,14XX BLOCK OF BROADWAY,-122.320771381,47.61351951
2017-033950,7685790048,01/28/2017 04:44:00 AM,,01/28/2017 04:44:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,24XX BLOCK OF NE 49TH ST,-122.301323675,47.66440765
2017-033791,7626479175,01/28/2017 12:50:00 AM,,01/28/2017 04:24:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,N,N3,NORTHGATE,AURORA AVE N / N 85TH ST,-122.344521915,47.69056258
2017-033935,7680866693,01/28/2017 04:11:00 AM,,01/28/2017 04:11:00 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,E,E,E2,CAPITOL HILL,14XX BLOCK OF BROADWAY,-122.320771381,47.61351951
2017-032385,7673019675,01/27/2017 01:44:00 AM,,01/27/2017 04:24:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K2,DOWNTOWN COMMERCIAL,5XX BLOCK OF 3RD AVE,-122.331082199,47.60241242
2017-031063,7677279228,01/26/2017 12:30:00 AM,01/26/2017 04:30:00 AM,01/26/2017 04:46:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U2,UNIVERSITY,47XX BLOCK OF BROOKLYN AVE NE,-122.31422406,47.66400406
2017-900745,7643865483,01/25/2017 03:50:00 PM,01/25/2017 04:30:00 PM,01/26/2017 04:16:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,NORTHGATE,88XX BLOCK OF MIDVALE AVE N,-122.342402197,47.69326938
2017-029682,7629243285,01/25/2017 04:43:00 AM,,01/25/2017 04:43:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,30TH AVE SW / SW HENDERSON ST,-122.371292184,47.52285617
2017-028384,7658579697,01/24/2017 04:58:00 AM,,01/24/2017 04:58:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F3,SOUTH PARK,7XX BLOCK OF S HENDERSON ST,-122.324308041,47.52307001
2017-028341,7677567344,01/24/2017 03:25:00 AM,,01/24/2017 04:43:00 AM,A,PERSON,SEX OFFENSES,Rape,11A,S,S,S1,NEW HOLLY,,0,0
2017-024236,7658411641,01/23/2017 04:25:00 AM,,01/23/2017 04:25:00 AM,B,SOCIETY,"FAMILY OFFENSES, NONVIOLENT","Family Offenses, Nonviolent",90F,S,S,S1,SOUTH BEACON HILL,,0,0
2017-025107,7686444456,01/21/2017 07:57:00 AM,,01/22/2017 04:48:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C2,MONTLAKE/PORTAGE BAY,15XX BLOCK OF E BOSTON ST,-122.314026647,47.63799809
2017-026133,7679729075,01/22/2017 04:38:00 AM,,01/22/2017 04:38:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,E,E,E3,CAPITOL HILL,13XX BLOCK OF MADISON ST,-122.322363851,47.61049853
2017-026116,7646480428,01/22/2017 04:04:00 AM,,01/22/2017 04:04:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,SW,F,F1,HIGH POINT,32XX BLOCK OF SW RAYMOND ST,-122.374353446,47.54831237
2017-024941,7652748960,01/21/2017 02:24:00 AM,01/21/2017 02:24:00 AM,01/21/2017 04:45:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,E,E,E2,CAPITOL HILL,E HOWELL ST / BROADWAY,-122.320835832,47.61757129
2017-023765,7699201364,01/20/2017 04:45:00 AM,,01/20/2017 04:45:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,C,C1,EASTLAKE - EAST,12XX BLOCK OF 10TH AVE E,-122.320207872,47.63138408
2017-900501,7637147630,01/18/2017 11:00:00 PM,01/19/2017 02:00:00 AM,01/19/2017 04:57:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,BELL ST / ELLIOTT AVE,-122.348232007,47.61204553
2017-022454,7687255114,01/19/2017 03:50:00 AM,01/19/2017 04:03:00 AM,01/19/2017 04:53:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U2,UNIVERSITY,47XX BLOCK OF UNIVERSITY WAY NE,-122.313087963,47.66399625
2017-022396,7678181918,01/19/2017 01:50:00 AM,,01/19/2017 04:42:00 AM,A,PERSON,SEX OFFENSES,Rape,11A,N,N,N2,BITTERLAKE,,0,0
2017-022461,7636901875,01/19/2017 04:15:00 AM,,01/19/2017 04:15:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,S,O,O1,SODO,1XX BLOCK OF S SPOKANE ST,-122.344341735,47.57156007
2017-022461,7636901876,01/19/2017 04:15:00 AM,,01/19/2017 04:15:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,S,O,O1,SODO,1XX BLOCK OF S SPOKANE ST,-122.344341735,47.57156007
2017-022461,7636901879,01/19/2017 04:15:00 AM,,01/19/2017 04:15:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,O,O1,SODO,1XX BLOCK OF S SPOKANE ST,-122.344341735,47.57156007
2017-021150,7652091813,01/14/2017 10:00:00 AM,01/14/2017 11:00:00 AM,01/18/2017 04:40:00 AM,A,PERSON,SEX OFFENSES,Rape,11A,E,G,G1,FIRST HILL,,0,0
2017-019777,7700590077,01/17/2017 01:12:00 AM,,01/17/2017 04:57:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,Q,Q3,QUEEN ANNE,1XX BLOCK OF 1ST AVE N,-122.355448259,47.6191851
2017-019854,7642485842,01/17/2017 04:37:00 AM,,01/17/2017 04:37:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S2,BRIGHTON/DUNLAP,46XX BLOCK OF S AUSTIN ST,-122.273984802,47.53470464
2017-018667,7700558671,01/16/2017 04:30:00 AM,,01/16/2017 04:30:00 AM,A,PROPERTY,ROBBERY,Robbery,120,SW,F,F2,SOUTH DELRIDGE,90XX BLOCK OF DELRIDGE WAY SW,-122.359626596,47.52233423
2017-018696,7629214717,01/16/2017 03:24:00 AM,,01/16/2017 04:18:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,J,J1,BALLARD NORTH,85XX BLOCK OF 24TH AVE NW,-122.387587293,47.69146745
2017-013734,7693034595,01/08/2017 08:00:00 AM,01/11/2017 11:15:00 PM,01/12/2017 04:44:00 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,N,N2,NORTHGATE,122XX BLOCK OF AURORA AVE N,-122.344896093,47.71717447
2017-013891,7631091735,01/11/2017 09:00:00 PM,01/12/2017 04:41:00 AM,01/12/2017 04:41:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,55XX BLOCK OF 5TH AVE NE,-122.322840935,47.66896811
2017-011318,7632295852,01/08/2017 09:00:00 AM,01/08/2017 09:00:00 AM,01/10/2017 04:34:00 AM,A,PERSON,SEX OFFENSES,Rape,11A,W,M,M3,DOWNTOWN COMMERCIAL,,0,0
2017-010063,7659360030,01/09/2017 04:19:00 AM,,01/09/2017 04:19:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E3,FIRST HILL,10XX BLOCK OF 8TH AVE,-122.328797188,47.60830131
2017-008888,7676446281,01/08/2017 01:11:00 AM,,01/08/2017 04:15:00 AM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,N,B,B1,BALLARD SOUTH,22XX BLOCK OF NW 59TH ST,-122.386164452,47.67164251
2017-007461,7663176078,01/06/2017 10:30:00 PM,01/07/2017 04:29:00 AM,01/07/2017 04:29:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S1,NEW HOLLY,29XX BLOCK OF S FRONTENAC ST,-122.295114701,47.53997903
2017-004976,7690173146,01/05/2017 01:00:00 AM,01/05/2017 04:23:00 AM,01/05/2017 04:23:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,3XX BLOCK OF NE 45TH ST,-122.324572069,47.6613414
2017-004940,7670187383,01/05/2017 04:18:00 AM,,01/05/2017 04:18:00 AM,A,PROPERTY,ROBBERY,Robbery,120,N,B,B3,WALLINGFORD,14XX BLOCK OF N 45TH ST,-122.339909532,47.66138572
2017-004966,7637201918,01/05/2017 04:16:00 AM,,01/05/2017 04:16:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M1,DOWNTOWN COMMERCIAL,12XX BLOCK OF 1ST AVE,-122.337870639,47.60647838
2017-004975,7633162337,01/04/2017 11:00:00 PM,01/05/2017 04:00:00 AM,01/05/2017 04:12:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,N,N2,BITTERLAKE,130XX BLOCK OF LINDEN AVE N,-122.347933099,47.72503884
2017-002269,7643507810,01/03/2017 02:47:00 AM,,01/03/2017 04:13:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R2,NORTH BEACON HILL,23XX BLOCK OF RAINIER AVE S,-122.301663881,47.58295413
2017-000348,7668596418,01/01/2017 04:31:00 AM,,01/01/2017 04:43:00 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,SW,W,W1,NORTH ADMIRAL,22XX BLOCK OF FAIRMOUNT AVE SW,-122.380829103,47.583323
2016-467994,7665111246,12/31/2016 01:30:00 AM,12/31/2016 03:47:00 AM,12/31/2016 04:47:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,9XX BLOCK OF JEFFERSON ST,-122.32354305,47.6050729
2016-467996,7633914146,12/30/2016 03:00:00 PM,12/31/2016 04:03:00 AM,12/31/2016 04:03:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,84XX BLOCK OF DELRIDGE WAY SW,-122.360464803,47.52738605
2016-466717,7669191675,12/30/2016 04:54:00 AM,12/30/2016 04:54:00 AM,12/30/2016 04:54:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B2,BALLARD SOUTH,9XX BLOCK OF NW 45TH ST,-122.369692489,47.66146817
2016-465527,7697183064,12/29/2016 04:33:00 AM,,12/29/2016 04:33:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q1,MAGNOLIA,32XX BLOCK OF 21ST AVE W,-122.383361499,47.64939241
2016-465527,7697183066,12/29/2016 04:33:00 AM,,12/29/2016 04:33:00 AM,A,SOCIETY,DRUG/NARCOTIC OFFENSES,Drug/Narcotic Violations,35A,W,Q,Q1,MAGNOLIA,32XX BLOCK OF 21ST AVE W,-122.383361499,47.64939241
2016-465519,7684577314,12/15/2016 12:00:00 AM,12/24/2016 11:59:00 PM,12/29/2016 04:03:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,S,R,R3,LAKEWOOD/SEWARD PARK,52XX BLOCK OF S MAYFLOWER ST,-122.266992848,47.55409938
2016-465518,7694925591,12/29/2016 04:02:00 AM,,12/29/2016 04:02:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M1,DOWNTOWN COMMERCIAL,1XX BLOCK OF UNIVERSITY ST,-122.337641904,47.60706704
2016-463185,7666613651,12/27/2016 04:38:00 AM,,12/27/2016 04:38:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C3,CENTRAL AREA/SQUIRE PARK,24XX BLOCK OF E UNION ST,-122.300763979,47.61294162
2016-463181,7699030128,12/26/2016 09:00:00 PM,12/27/2016 04:28:00 AM,12/27/2016 04:28:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,QUEEN ANNE,8TH AVE N / ALOHA ST,-122.341019852,47.62713378
2016-462465,7682384530,12/24/2016 05:00:00 PM,12/25/2016 03:25:00 AM,12/26/2016 04:38:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,N,N2,BITTERLAKE,132XX BLOCK OF LINDEN AVE N,-122.347933095,47.72503884
2016-461593,7678576065,12/25/2016 03:00:00 AM,12/25/2016 04:34:00 AM,12/25/2016 04:34:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K1,DOWNTOWN COMMERCIAL,7XX BLOCK OF 1ST AVE,-122.334607817,47.60291195
2016-461589,7669225711,12/25/2016 12:01:00 AM,12/25/2016 03:58:00 AM,12/25/2016 04:22:00 AM,A,PERSON,SEX OFFENSES,Rape,11A,N,U,U1,UNIVERSITY,,0,0
2016-459387,7646340600,12/22/2016 09:00:00 PM,12/23/2016 03:30:00 AM,12/23/2016 04:22:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,16XX BLOCK OF S LANE ST,-122.310280938,47.59664771
2016-459378,7629628882,12/23/2016 04:00:00 AM,,12/23/2016 04:08:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,G,G2,CENTRAL AREA/SQUIRE PARK,27XX BLOCK OF E YESLER WAY,-122.297315906,47.6016573
2016-909175,7682731284,12/21/2016 05:15:00 PM,12/21/2016 06:15:00 PM,12/22/2016 04:28:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,3XX BLOCK OF NE NORTHGATE WAY,-122.324615158,47.7086028
2016-455753,7652842301,12/19/2016 07:00:00 PM,12/20/2016 08:57:00 AM,12/21/2016 04:29:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,42XX BLOCK OF 12TH AVE NE,-122.31550035,47.65908266
2016-456792,7639873542,12/21/2016 12:58:00 AM,,12/21/2016 04:06:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D3,SLU/CASCADE,19XX BLOCK OF BOREN AVE,-122.333368022,47.61732929
2016-455573,7680653086,12/20/2016 03:45:00 AM,,12/20/2016 04:32:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D1,BELLTOWN,22XX BLOCK OF 2ND AVE,-122.345003455,47.6136555
2016-455552,7680036569,12/20/2016 03:30:00 AM,,12/20/2016 04:06:00 AM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,W,Q,Q3,SLU/CASCADE,6XX BLOCK OF DENNY WAY,-122.344327968,47.61855857
2016-454358,7634707845,12/19/2016 04:41:00 AM,,12/19/2016 04:41:00 AM,A,PROPERTY,STOLEN PROPERTY OFFENSES,Stolen Property Offenses,280,N,U,U3,ROOSEVELT/RAVENNA,30XX BLOCK OF NE BLAKELEY ST,-122.294610545,47.6638943
2016-454351,7697492922,12/19/2016 03:30:00 AM,,12/19/2016 04:31:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D2,SLU/CASCADE,22XX BLOCK OF 8TH AVE,-122.339844859,47.61764314
2016-453400,7676224616,12/18/2016 04:50:00 AM,,12/18/2016 04:50:00 AM,A,PROPERTY,ROBBERY,Robbery,120,S,R,R1,NORTH BEACON HILL,S STATE ST / 20TH AVE S,-122.306227843,47.58773281
2016-453386,7633057636,12/18/2016 04:22:00 AM,,12/18/2016 04:22:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,J,J1,GREENWOOD,87XX BLOCK OF PALATINE AVE N,-122.356670241,47.69332422
2016-450732,7652604378,12/16/2016 04:29:00 AM,,12/16/2016 04:29:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C2,CENTRAL AREA/SQUIRE PARK,17XX BLOCK OF 19TH AVE,-122.307403709,47.61716876
2016-448836,7643494285,12/09/2016 07:00:00 PM,12/12/2016 05:00:00 PM,12/15/2016 04:27:00 AM,A,PERSON,SEX OFFENSES,Fondling,11D,N,U,U2,UNIVERSITY,,0,0
2016-432066,7637288526,11/30/2016 09:00:00 PM,12/01/2016 07:30:00 AM,12/13/2016 04:09:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U3,SANDPOINT,31XX BLOCK OF NE 82ND ST,-122.293250128,47.68810284
2016-445592,7668658855,12/11/2016 09:00:00 PM,12/12/2016 03:55:00 AM,12/12/2016 04:53:00 AM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,SW,F,F3,SOUTH PARK,10TH AVE S / S CLOVERDALE ST,-122.320284008,47.52645748
2016-445545,7697978336,12/12/2016 01:30:00 AM,12/12/2016 02:30:00 AM,12/12/2016 04:23:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E2,CAPITOL HILL,9XX BLOCK OF E MADISON ST,-122.320313017,47.61135552
2016-444551,7685531314,12/11/2016 12:00:00 AM,12/11/2016 04:50:00 AM,12/11/2016 04:50:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N2,BITTERLAKE,132XX BLOCK OF AURORA AVE N,-122.344996828,47.72503555
2016-908759,7658162829,12/09/2016 06:30:00 PM,12/09/2016 06:40:00 PM,12/11/2016 04:06:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,SW,W,W1,NORTH DELRIDGE,30XX BLOCK OF SW BRADFORD ST,-122.37181828,47.56923486
2016-440806,7698176305,12/08/2016 03:53:00 AM,,12/10/2016 04:19:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,D,D2,SLU/CASCADE,MERCER ST / DEXTER AVE N,-122.342349597,47.62454972
2016-440703,7628432476,12/07/2016 11:50:00 PM,,12/08/2016 04:05:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,J,J3,PHINNEY RIDGE,N 73RD ST / FREMONT AVE N,-122.349890692,47.68180341
2016-439610,7667185709,12/07/2016 04:59:00 AM,,12/07/2016 04:59:00 AM,A,PROPERTY,ROBBERY,Robbery,120,W,D,D1,BELLTOWN,25XX BLOCK OF 1ST AVE,-122.349213984,47.61497245
2016-435934,7660920077,12/04/2016 04:55:00 AM,,12/04/2016 04:55:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,W,M,M1,BELLTOWN,VIRGINIA ST / 2ND AVE,-122.341752608,47.61173309
2016-435918,7667111164,12/04/2016 04:15:00 AM,,12/04/2016 04:27:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,K,K2,CHINATOWN/INTERNATIONAL DISTRICT,5XX BLOCK OF S DEARBORN ST,-122.32703159,47.59583677
2016-435871,7670533105,12/04/2016 02:37:00 AM,,12/04/2016 04:21:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,Q,Q3,QUEEN ANNE,9XX BLOCK OF NOB HILL AVE N,-122.350161084,47.62721548
2016-435909,7632355517,12/04/2016 04:10:00 AM,,12/04/2016 04:10:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,14XX BLOCK OF 2ND AVE W,-122.359197836,47.63181858
2016-435898,7682131373,12/04/2016 04:04:00 AM,,12/04/2016 04:04:00 AM,A,PERSON,SEX OFFENSES,Fondling,11D,E,E,E1,CAPITOL HILL,,0,0
2016-434628,7659181187,12/02/2016 08:00:00 PM,12/03/2016 03:45:00 AM,12/03/2016 04:17:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N2,BITTERLAKE,130XX BLOCK OF LINDEN AVE N,-122.347933095,47.72503884
2016-434414,7636219989,12/02/2016 11:18:00 PM,,12/03/2016 04:04:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,B,B3,WALLINGFORD,N 46TH ST / WHITMAN AVE N,-122.346088795,47.66212734
2016-433262,7644590233,12/02/2016 04:36:00 AM,,12/02/2016 04:36:00 AM,A,PROPERTY,ROBBERY,Robbery,120,W,K,K2,PIONEER SQUARE,1XX BLOCK OF 1ST AVE S,-122.334180052,47.60130276
2016-433225,7648940150,12/02/2016 02:00:00 AM,12/02/2016 02:00:00 AM,12/02/2016 04:17:00 AM,A,PROPERTY,ROBBERY,Robbery,120,E,E,E1,CAPITOL HILL,BELLEVUE AVE E / BELLEVUE AVE,-122.326725987,47.61849264
2016-431945,7678269130,12/01/2016 04:00:00 AM,,12/01/2016 04:16:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J1,GREENWOOD,90XX BLOCK OF PALATINE AVE N,-122.356688985,47.69512724
2016-431947,7635102653,12/01/2016 04:05:00 AM,,12/01/2016 04:05:00 AM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,W,Q,Q3,SLU/CASCADE,5XX BLOCK OF MERCER ST,-122.346918632,47.62455977
2016-430653,7665874522,11/29/2016 04:00:00 PM,11/30/2016 04:00:00 AM,11/30/2016 04:08:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R1,MID BEACON HILL,48XX BLOCK OF COLUMBIA DR S,-122.305168766,47.55861174
2016-429263,7628023452,11/29/2016 02:05:00 AM,,11/29/2016 04:45:00 AM,A,PROPERTY,ROBBERY,Robbery,120,S,R,R1,MID BEACON HILL,21XX BLOCK OF S PEARL ST,-122.304511133,47.55602579
2016-429307,7690024964,11/28/2016 08:00:00 PM,11/29/2016 03:30:00 AM,11/29/2016 04:30:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,S,S3,RAINIER VIEW,104XX BLOCK OF 57TH AVE S,-122.261272312,47.50717303
2016-429305,7673301135,11/29/2016 04:26:00 AM,,11/29/2016 04:26:00 AM,A,PROPERTY,ROBBERY,Robbery,120,W,M,M2,DOWNTOWN COMMERCIAL,PINE ST / 3RD AVE,-122.338701504,47.61074295
2016-908369,7641094687,11/22/2016 04:00:00 AM,11/28/2016 04:00:00 AM,11/29/2016 04:11:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,ROOSEVELT/RAVENNA,80XX BLOCK OF 20TH AVE NE,-122.30679076,47.68758196
2016-428054,7645484619,11/27/2016 06:00:00 PM,11/28/2016 04:45:00 AM,11/28/2016 04:49:00 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,L,L2,ROOSEVELT/RAVENNA,11XX BLOCK OF NE 80TH ST,-122.315617849,47.68671225
2016-427941,7663674725,11/28/2016 12:00:00 AM,,11/28/2016 04:19:00 AM,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,B,B1,BALLARD SOUTH,LEARY AVE NW / 20TH AVE NW,-122.382132748,47.66667536
2016-427130,7678317329,11/27/2016 04:28:00 AM,11/27/2016 04:28:00 AM,11/27/2016 04:28:00 AM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,N,L,L2,NORTHGATE,NE NORTHGATE WAY / 5TH AVE NE,-122.323275459,47.70859413
2016-427130,7678317331,11/27/2016 04:28:00 AM,11/27/2016 04:28:00 AM,11/27/2016 04:28:00 AM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,N,L,L2,NORTHGATE,NE NORTHGATE WAY / 5TH AVE NE,-122.323275459,47.70859413
2016-427117,7688408136,11/27/2016 04:03:00 AM,,11/27/2016 04:03:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,10XX BLOCK OF S WELLER ST,-122.318435648,47.59750452
2016-425962,7672337198,11/26/2016 04:11:00 AM,,11/26/2016 04:11:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D2,SLU/CASCADE,4XX BLOCK OF CEDAR ST,-122.347419907,47.618274
2016-908231,7639890668,11/12/2016 01:00:00 AM,11/13/2016 07:00:00 AM,11/25/2016 04:16:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,ALASKA JUNCTION,41XX BLOCK OF 49TH AVE SW,-122.394809814,47.56583677
2016-424225,7671399614,11/24/2016 04:59:00 AM,,11/24/2016 04:59:00 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,N,N2,BITTERLAKE,130XX BLOCK OF LINDEN AVE N,-122.347933095,47.72503884
2016-424203,7700238611,11/24/2016 04:00:00 AM,,11/24/2016 04:00:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,S,S3,RAINIER VIEW,71XX BLOCK OF S TAFT ST,-122.244466556,47.51028479
2016-908182,7648609759,11/14/2016 02:30:00 AM,11/23/2016 04:30:00 AM,11/23/2016 04:54:00 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,25XX BLOCK OF SW BARTON ST,-122.365221006,47.52102254
2016-420268,7691252180,11/21/2016 03:18:00 AM,,11/21/2016 04:10:00 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,0,0
